"record_type"	"stage"	"fixture"	"engine"	"check"	"coefficient"	"expected"	"observed"	"status"	"detail"	"solver_status"	"solver_objective"	"max_residual"	"ray"	"t"	"direct_objective"	"compiled_objective"	"direct_delta"	"compiled_delta"	"retained_rows"	"design_columns"	"trials_sum"	"active_weight_sum"	"detector_outcome"	"detector_class"	"warnings"	"error"	"record_id"
"oracle"	"binomial-core"	"mu_quasi"	"ROI_lpsolve_cone"	"sign_positive"	"x"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=                 1; message=1 | list(c(0, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0.5, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a2-0160"
"oracle"	"binomial-core"	"mu_quasi"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"x"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a2-0161"
"detector"	"binomial-core"	"mu_quasi"	"detectseparation"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0162"
"detector"	"binomial-core"	"mu_quasi"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"0 -> zero"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0163"
"detector"	"binomial-core"	"mu_quasi"	"detectseparation"	"coefficient_compatibility"	"x"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0164"
"gate"	"objective-rays"	"mu_quasi"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a2-0165"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a2-0166"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi"	"0.5"	"2.3344483294801037"	"2.3344483294801037"	"-0.43814039275967742"	"-0.43814039275967742"									"s0a2-0167"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"quasi"	"1"	" 2.012817736156336"	"2.0128177361563364"	"-0.75977098608344518"	"-0.75977098608344473"									"s0a2-0168"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"quasi"	"2"	"1.6401503832058357"	"1.6401503832058355"	"-1.1324383390339454"	"-1.1324383390339456"									"s0a2-0169"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi"	"4"	"1.4225942169555099"	"1.4225942169555099"	"-1.3499945052842712"	"-1.3499945052842712"									"s0a2-0170"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi"	"8"	"1.3869651738656821"	"1.3869651738656821"	"-1.3856235483740991"	"-1.3856235483740991"									"s0a2-0171"
"objective"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"quasi"	"16"	"1.3862945861902276"	"1.3862945861902274"	"-1.3862941360495535"	"-1.3862941360495538"									"s0a2-0172"
"gate"	"objective-rays"	"mu_quasi"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.00067058767545469244; max_direct_step=-0.0006705876754544704; compiled_improvement=1.3862941360495538; direct_improvement=1.3862941360495535"	"PASS"					"quasi"														"s0a2-0173"
"gate"	"binomial-core"	"mu_intercept_all_success"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=1; p=1"										"4"	"1"	"4"	"4"					"s0a2-0174"
"fit"	"binomial-core"	"mu_intercept_all_success"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"23.566068337333984"	"RECORDED"	"convergence=0; message=X-convergence (3); objective=0.00000000023304862893978801; max_gradient=0.00000000023304862893299908; pdHess=TRUE"										"4"	"1"	"4"	"4"					"s0a2-0175"
"fit"	"binomial-core"	"mu_intercept_all_success"	"glm"	"coefficient"	"(Intercept)"		"23.566068337100937"	"RECORDED"	"converged=TRUE; deviance=0.00000000046609827107665376"										"4"	"1"	"4"	"4"					"s0a2-0176"
"fit"	"binomial-core"	"mu_intercept_all_success"	"brglm2_mean_bias_reduction"	"fit"		"object"	"error"	"RETAINED_FAILURE"																		"unused argument (type = \"AS_mean\")"	"s0a2-0177"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=              0.25; B_source=1,2,3,4; E_source=; message=1 | list(0.25) | list(c(1, 0, 0, 0, 0, 0, 0)) | list(objfrom = 0, objtill = 1e+30) | list(duals = c(0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"4"	"1"							"s0a2-0178"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_strict_margin"	"separation_class"		"complete"	"complete"	"PASS"	"delta=                 1; solution=                 1,0,                 1; message=1 | list(c(1, 0, 1)) | list(c(1, -1, 0, 0, 0, 1, 0, -2, 0)) | list(objfrom = c(-1, -1e+30, 0), objtill = c(1e+30, 2, 1e+30)) | list(duals = c(-1, 0, 0, 0, 1, 0, -2, 0), dualsfrom = c(0, -1e+30, -1e+30, -1e+30, 0, -1e+30, -1e+30, -1e+30), dualstill = c(1, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0.5, 1e+30)) | 2 | 0"	"0"	"                 1"	"0"															"s0a2-0179"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA; message=0 | list(NA) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0180"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA; message=0 | list(NA) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0181"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=                 1; message=1 | list(1) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = 0, objtill = 1e+30) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0.25, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a2-0182"
"oracle"	"binomial-core"	"mu_intercept_all_success"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a2-0183"
"detector"	"binomial-core"	"mu_intercept_all_success"	"detectseparation"	"separation_class"		"complete"	"complete"	"PASS"															"TRUE"	"complete"			"s0a2-0184"
"detector"	"binomial-core"	"mu_intercept_all_success"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"complete"			"s0a2-0185"
"gate"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a2-0186"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_success"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a2-0187"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"all_success"	"0.5"	"1.8963079367204265"	"1.8963079367204267"	"-0.87628078551935462"	"-0.8762807855193544"									"s0a2-0188"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"all_success"	"1"	"1.2530467500728912"	"1.2530467500728915"	"-1.5195419721668899"	"-1.5195419721668897"									"s0a2-0189"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"all_success"	"2"	"0.50771204417189053"	"0.50771204417188998"	"-2.2648766780678908"	"-2.2648766780678913"									"s0a2-0190"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_success"	"4"	"0.072599711671238923"	"0.072599711671238951"	"-2.699989010568542"	"-2.699989010568542"									"s0a2-0191"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"all_success"	"8"	"0.0013416254915826506"	"0.0013416254915830754"	"-2.7712470967481986"	"-2.7712470967481981"									"s0a2-0192"
"objective"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_success"	"16"	"0.00000045014067363983067"	"0.00000045014067354870729"	"-2.7725882720991075"	"-2.7725882720991075"									"s0a2-0193"
"gate"	"objective-rays"	"mu_intercept_all_success"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.0013411753509095267; max_direct_step=-0.0013411753509090108; compiled_improvement=2.7725882720991075; direct_improvement=2.7725882720991075"	"PASS"					"all_success"														"s0a2-0194"
"gate"	"binomial-core"	"mu_intercept_all_failure"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=1; p=1"										"4"	"1"	"4"	"4"					"s0a2-0195"
"fit"	"binomial-core"	"mu_intercept_all_failure"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"-23.566068523683789"	"RECORDED"	"convergence=0; message=X-convergence (3); objective=0.00000000023304858551122558; max_gradient=0.0000000002330485855044366; pdHess=TRUE"										"4"	"1"	"4"	"4"					"s0a2-0196"
"fit"	"binomial-core"	"mu_intercept_all_failure"	"glm"	"coefficient"	"(Intercept)"		"-23.566068523450742"	"RECORDED"	"converged=TRUE; deviance=0.00000000046609827107665376"										"4"	"1"	"4"	"4"					"s0a2-0197"
"fit"	"binomial-core"	"mu_intercept_all_failure"	"brglm2_mean_bias_reduction"	"fit"		"object"	"error"	"RETAINED_FAILURE"																		"unused argument (type = \"AS_mean\")"	"s0a2-0198"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=             -0.25; B_source=1,2,3,4; E_source=; message=1 | list(-0.25) | list(c(1, 0, 0, 0, 0, 0, 0)) | list(objfrom = 0, objtill = 1e+30) | list(duals = c(0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"4"	"1"							"s0a2-0199"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_strict_margin"	"separation_class"		"complete"	"complete"	"PASS"	"delta=                 1; solution=0,                 1,                 1; message=1 | list(c(0, 1, 1)) | list(c(1, -1, 0, 0, 0, 1, -2, 0, 0)) | list(objfrom = c(-1e+30, -1, 0), objtill = c(2, 1e+30, 1e+30)) | list(duals = c(-1, 0, 0, 0, 1, -2, 0, 0), dualsfrom = c(0, -1e+30, -1e+30, -1e+30, 0, -1e+30, -1e+30, -1e+30), dualstill = c(1, 1e+30, 1e+30, 1e+30, 1e+30, 0.5, 1e+30, 1e+30)) | 2 | 0"	"0"	"                 1"	"0"															"s0a2-0200"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=                -1; message=1 | list(-1) | list(c(1, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = 0, objtill = 1e+30) | list(duals = c(0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, -0.25, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a2-0201"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA; message=0 | list(NA) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0202"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA; message=0 | list(NA) | list(c(NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0203"
"oracle"	"binomial-core"	"mu_intercept_all_failure"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=TRUE;zero=FALSE;positive=FALSE"	"negative=TRUE;zero=FALSE;positive=FALSE"	"PASS"																			"s0a2-0204"
"detector"	"binomial-core"	"mu_intercept_all_failure"	"detectseparation"	"separation_class"		"complete"	"complete"	"PASS"															"TRUE"	"complete"			"s0a2-0205"
"detector"	"binomial-core"	"mu_intercept_all_failure"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"-Inf -> negative"	"PASS"															"TRUE"	"complete"			"s0a2-0206"
"gate"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a2-0207"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_failure"	"0"	"2.7725887222397811"	"2.7725887222397811"	"0"	"0"									"s0a2-0208"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"all_failure"	"0.5"	"1.8963079367204265"	"1.8963079367204267"	"-0.87628078551935462"	"-0.8762807855193544"									"s0a2-0209"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000022204460492503131"	"PASS"					"all_failure"	"1"	"1.2530467500728912"	"1.2530467500728915"	"-1.5195419721668899"	"-1.5195419721668897"									"s0a2-0210"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_failure"	"2"	"0.50771204417188998"	"0.50771204417188998"	"-2.2648766780678913"	"-2.2648766780678913"									"s0a2-0211"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_failure"	"4"	"0.072599711671238965"	"0.072599711671238951"	"-2.699989010568542"	"-2.699989010568542"									"s0a2-0212"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_failure"	"8"	"0.0013416254915830754"	"0.0013416254915830754"	"-2.7712470967481981"	"-2.7712470967481981"									"s0a2-0213"
"objective"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"all_failure"	"16"	"0.00000045014067354870729"	"0.00000045014067354870729"	"-2.7725882720991075"	"-2.7725882720991075"									"s0a2-0214"
"gate"	"objective-rays"	"mu_intercept_all_failure"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.0013411753509095267; max_direct_step=-0.0013411753509095267; compiled_improvement=2.7725882720991075; direct_improvement=2.7725882720991075"	"PASS"					"all_failure"														"s0a2-0215"
"gate"	"binomial-core"	"mu_quasi_expanded"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=2; p=2"										"6"	"2"	"6"	"6"					"s0a2-0216"
"fit"	"binomial-core"	"mu_quasi_expanded"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"0.00000000000000030610427223538371"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=1.3862943658007967; max_gradient=0.0000000046809059389983478; pdHess=TRUE"										"6"	"2"	"6"	"6"					"s0a2-0217"
"fit"	"binomial-core"	"mu_quasi_expanded"	"drmTMB_ML"	"coefficient"	"x"		"20.566068528991025"	"RECORDED"	"convergence=0; message=both X-convergence and relative convergence (5); objective=1.3862943658007967; max_gradient=0.0000000046809059389983478; pdHess=TRUE"										"6"	"2"	"6"	"6"					"s0a2-0218"
"fit"	"binomial-core"	"mu_quasi_expanded"	"glm"	"coefficient"	"(Intercept)"		"0.00000000000000030610427223538371"	"RECORDED"	"converged=TRUE; deviance=2.7725887316015938"										"6"	"2"	"6"	"6"					"s0a2-0219"
"fit"	"binomial-core"	"mu_quasi_expanded"	"glm"	"coefficient"	"x"		"20.566068528991025"	"RECORDED"	"converged=TRUE; deviance=2.7725887316015938"										"6"	"2"	"6"	"6"					"s0a2-0220"
"fit"	"binomial-core"	"mu_quasi_expanded"	"brglm2_mean_bias_reduction"	"fit"		"object"	"error"	"RETAINED_FAILURE"																		"unused argument (type = \"AS_mean\")"	"s0a2-0221"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"improving_cone"		"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=              0.25; B_source=1,2,3,4,5,6; E_source=; message=1 | list(c(0, 0.25)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"							"6"	"2"							"s0a2-0222"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_strict_margin"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"	"delta=0; solution=0,0,0,0,0; message=1 | list(c(0, 0, 0, 0, 0)) | list(c(1, 0, 0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30), objtill = c(0, 0, 0, 0, 1e+30)) | list(duals = c(0, 0, -0.5, -0.5, 0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(0, -1e+30, 0, 0, -1e+30, -1e+30, -1e+30, 0, -1e+30, -1e+30, 0, -1e+30), dualstill = c(1, 1e+30, 0, 0, 1e+30, 1e+30, 1e+30, 0.5, 1e+30, 1e+30, 0.5, 1e+30)) | 3 | 0"	"0"	"0"	"0"															"s0a2-0223"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_negative"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0224"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_zero"	"(Intercept)"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=              0.25; message=1 | list(c(0, 0.25)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0, -1e+30, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 1 | 0"	"0"	"0"	"0"															"s0a2-0225"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_positive"	"(Intercept)"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0226"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"(Intercept)"	"negative=FALSE;zero=TRUE;positive=FALSE"	"negative=FALSE;zero=TRUE;positive=FALSE"	"PASS"																			"s0a2-0227"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_negative"	"x"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0228"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_zero"	"x"	"infeasible"	"infeasible"	"PASS"	"solution=(Intercept)=                NA;x=                NA; message=0 | list(c(NA, NA)) | list(c(NA, NA, NA, NA, NA, NA, NA, NA))"	"1"																	"s0a2-0229"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"sign_positive"	"x"	"feasible"	"feasible"	"PASS"	"solution=(Intercept)=0;x=                 1; message=1 | list(c(0, 1)) | list(c(1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)) | list(objfrom = c(0, 0), objtill = c(1e+30, 1e+30)) | list(duals = c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0), dualsfrom = c(-1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, -1e+30, 0.25, 0, -1e+30), dualstill = c(1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 1e+30, 0, 1e+30)) | 2 | 0"	"0"	"0"	"0"															"s0a2-0230"
"oracle"	"binomial-core"	"mu_quasi_expanded"	"ROI_lpsolve_cone"	"coefficient_sign_feasibility"	"x"	"negative=FALSE;zero=FALSE;positive=TRUE"	"negative=FALSE;zero=FALSE;positive=TRUE"	"PASS"																			"s0a2-0231"
"detector"	"binomial-core"	"mu_quasi_expanded"	"detectseparation"	"separation_class"		"quasi_complete"	"quasi_complete"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0232"
"detector"	"binomial-core"	"mu_quasi_expanded"	"detectseparation"	"coefficient_compatibility"	"(Intercept)"	"feasible_indicator"	"0 -> zero"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0233"
"detector"	"binomial-core"	"mu_quasi_expanded"	"detectseparation"	"coefficient_compatibility"	"x"	"feasible_indicator"	"Inf -> positive"	"PASS"															"TRUE"	"quasi_complete"			"s0a2-0234"
"gate"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled"	"parameter_mapping"		"all_true"	"length=TRUE;free_names=TRUE;coefficient_names=TRUE;par_list_values=TRUE"	"PASS"																			"s0a2-0235"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi_expanded"	"0"	"4.1588830833596715"	"4.1588830833596715"	"0"	"0"									"s0a2-0236"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000088817841970012523"	"PASS"					"quasi_expanded"	"0.5"	"3.2826022978403167"	"3.2826022978403175"	"-0.87628078551935484"	"-0.87628078551935396"									"s0a2-0237"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"quasi_expanded"	"1"	" 2.639341111192782"	"2.6393411111927825"	"-1.5195419721668895"	"-1.519541972166889"									"s0a2-0238"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"quasi_expanded"	"2"	"1.8940064052917811"	"1.8940064052917807"	"-2.2648766780678904"	"-2.2648766780678908"									"s0a2-0239"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi_expanded"	"4"	"1.4588940727911295"	"1.4588940727911295"	"-2.699989010568542"	"-2.699989010568542"									"s0a2-0240"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0"	"PASS"					"quasi_expanded"	"8"	"1.3876359866114736"	"1.3876359866114736"	"-2.7712470967481977"	"-2.7712470967481977"									"s0a2-0241"
"objective"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"objective_delta"		"<=1e-8"	"0.00000000000000044408920985006262"	"PASS"					"quasi_expanded"	"16"	"1.3862948112605644"	" 1.386294811260564"	"-2.7725882720991071"	"-2.7725882720991075"									"s0a2-0242"
"gate"	"objective-rays"	"mu_quasi_expanded"	"drmTMB_compiled_vs_direct"	"ray_verdict"		"non_worsening_and_strict"	"max_compiled_step=-0.0013411753509096069; max_direct_step=-0.0013411753509091628; compiled_improvement=2.7725882720991075; direct_improvement=2.7725882720991071"	"PASS"					"quasi_expanded"														"s0a2-0243"
"gate"	"binomial-core"	"mu_quasi_grouped"	"base_qr"	"design_rank"		"full_rank"	"full_rank"	"PASS"	"rank=2; p=2"										"3"	"2"	"6"	"3"					"s0a2-0244"
"fit"	"binomial-core"	"mu_quasi_grouped"	"drmTMB_ML"	"coefficient"	"(Intercept)"		"-0.000000000000000022139477797021177"	"RECORDED"	"convergence=0; message=relative convergence (4); objective=0.69314718072643255; max_gradient=0.00000000016648736387776066; pdHess=TRUE"										"3"	"2"	"6"	"3"					"s0a2-0245"
